Id,Full Name,Birth date,Birth Place,Role,Batting Style,Bowling Style,Fielding Style
7934,Grahame Thomas,21-Mar-38,"Croydon Park, Sydney, New South Wales",NA,Right-hand bat,DNB,NA
3953,Peter John Allan,31-Dec-35,"Brisbane, Queensland",NA,Right-hand bat,Right-arm fast-medium,NA
8151,Kevin Douglas Walters,21-Dec-45,"Marshdale, Dungog, New South Wales",NA,Right-hand bat,Right-arm medium,NA
7666,Keith Raymond Stackpole,10-Jul-40,"Collingwood, Melbourne, Victoria",NA,Right-hand bat,Legbreak,NA
7328,David Alexander Renneberg,23-Sep-42,"Paddington, Sydney, New South Wales",NA,Right-hand bat,Right-arm fast,NA
7912,Hedley Brian Taber,29-Apr-40,"Wagga Wagga, New South Wales",NA,Right-hand bat,Legbreak,Wicketkeeper
8176,Graeme Donald Watson,8-Mar-45,"Kew, Melbourne, Victoria",NA,Right-hand bat,Right-arm medium,NA
5398,John William Gleeson,14-Mar-38,"Kyogle, New South Wales",NA,Right-hand bat,Legbreak googly,NA
7597,Andrew Paul Sheahan,30-Sep-46,"Werribee, Victoria",NA,Right-hand bat,DNB,NA
5258,Eric Walter Freeman,13-Jul-44,"Semaphore, Adelaide, South Australia",NA,Right-hand bat,Right-arm fast-medium,NA
6054,Leslie Ronald Joslin,13-Dec-47,"Yarraville, Melbourne, Victoria",NA,Left-hand bat,Left-arm medium,NA
5975,Robert John Inverarity,31-Jan-44,"Subiaco, Perth, Western Australia",NA,Right-hand bat,Slow left-arm orthodox,NA
6472,Ashley Alexander Mallett,13-Jul-45,"Chatswood, Sydney, New South Wales",NA,Right-hand bat,Right-arm offbreak,NA
6022,Terrence James Jenner,8-Sep-44,"Mount Lawley, Perth, Western Australia",NA,Right-hand bat,Legbreak googly,NA
6502,Rodney William Marsh,4-Nov-47,"Armadale, Perth, Western Australia",NA,Left-hand bat,Right-arm offbreak,Wicketkeeper
7944,Alan Lloyd Thomson,2-Dec-45,"Reservoir, Victoria",NA,Right-hand bat,Right-arm fast-medium,NA
4558,Gregory Stephen Chappell,7-Aug-48,"Unley, Adelaide, South Australia",Top-order batsman,Right-hand bat,Right-arm medium,NA
4992,John Ross Frederick Duncan,25-Mar-44,"Herston, Brisbane, Queensland",NA,Right-hand bat,Right-arm fast-medium,NA
7002,NA,25-Nov-49,"Hurstville, Sydney, New South Wales",NA,Right-hand bat,Legbreak googly,NA
6295,Dennis Keith Lillee,18-Jul-49,"Subiaco, Perth, Western Australia",NA,Right-hand bat,Right-arm fast,NA
4937,Anthony Ross Dell,6-Aug-47,"Lymington, Hampshire, England",NA,Right-hand bat,Left-arm fast-medium,NA
5117,Kenneth Humphrey Eastwood,23-Nov-35,"Chatswood, Sydney, New South Wales",NA,Left-hand bat,Slow left-arm chinaman,NA
4600,David John Colley,15-Mar-47,"Mosman, Sydney, New South Wales",NA,Right-hand bat,Right-arm fast-medium,NA
5253,Bruce Colin Francis,18-Feb-48,"Mosman, Sydney, New South Wales",NA,Right-hand bat,Right-arm medium,NA
5124,Ross Edwards,1-Dec-42,"Cottesloe, Perth, Western Australia",NA,Right-hand bat,DNB,Wicketkeeper
6518,Robert Arnold Lockyer Massie,14-Apr-47,"Subiaco, Perth, Western Australia",NA,Left-hand bat,Right-arm medium-fast,NA
4121,John Benaud,11-May-44,"Auburn, Sydney, New South Wales",NA,Right-hand bat,Right-arm medium,NA
7946,Jeffrey Robert Thomson,16-Aug-50,"Greenacre, Sydney, New South Wales",NA,Right-hand bat,Right-arm fast,NA
8137,Maxwell Henry Norman Walker,12-Sep-48,"West Hobart, Tasmania",NA,Right-hand bat,Right-arm fast-medium,NA
8173,John Russell Watkins,16-Apr-43,"Newcastle, New South Wales",NA,Right-hand bat,Legbreak googly,NA
5569,Jeffrey Robert Hammond,19-Apr-50,"North Adelaide, South Australia",NA,Right-hand bat,Right-arm fast-medium,NA
4916,Ian Charles Davis,25-Jun-53,"North Sydney, New South Wales",NA,Right-hand bat,DNB,NA
5396,Gary John Gilmour,26-Jun-51,"Waratah, New South Wales",NA,Left-hand bat,Left-arm fast-medium,NA
4999,Geoffrey Dymock,21-Jul-45,"Maryborough, Queensland",NA,Left-hand bat,Left-arm fast-medium,NA
5732,Alan George Hurst,15-Jul-50,"Altona, Melbourne, Victoria",NA,Right-hand bat,Right-arm fast,NA
8244,Ashley James Woodcock,27-Feb-47,"Adelaide, South Australia",NA,Right-hand bat,DNB,NA
5126,Walter John Edwards,23-Dec-49,"Subiaco, Perth, Western Australia",NA,Left-hand bat,Legbreak,NA
6547,Richard Bede McCosker,11-Dec-46,"Inverell, New South Wales",NA,Right-hand bat,Legbreak,NA
7989,Alan Turner,23-Jul-50,"Camperdown, Sydney, New South Wales",NA,Left-hand bat,DNB,NA
4629,Gary John Cosier,25-Apr-53,"Richmond, Melbourne, Victoria",NA,Right-hand bat,Right-arm medium,NA
8448,Graham Neil Yallop,7-Oct-52,"Balwyn, Melbourne, Victoria",NA,Left-hand bat,Left-arm medium,NA
5696,David William Hookes,3-May-55,"Mile End, Adelaide, South Australia",NA,Left-hand bat,DNB,NA
7083,Leonard Stephen Pascoe,13-Feb-50,"Bridgetown North, Western Australia",NA,Right-hand bat,Right-arm fast,NA
7376,Richard Daryl Robinson,8-Jun-46,"East Melbourne, Victoria",NA,Right-hand bat,DNB,Wicketkeeper
7594,Craig Stanton Serjeant,1-Nov-51,"Nedlands, Perth, Western Australia",NA,Right-hand bat,DNB,NA
4208,Raymond James Bright,13-Jul-54,"Footscray, Melbourne, Victoria",Bowler,Right-hand bat,Slow left-arm orthodox,Gully
5724,Kimberley John Hughes,26-Jan-54,"Margaret River, Western Australia",NA,Right-hand bat,Right-arm medium,NA
6474,Michael Francis Malone,9-Oct-50,"Scarborough, Perth, Western Australia",NA,Right-hand bat,Right-arm fast-medium,NA
4584,Wayne Maxwell Clark,19-Sep-53,"Perth, Western Australia",Bowler,Right-hand bat,Right-arm fast-medium,NA
5648,Paul Anthony Hibbert,23-Jul-52,"Brunswick, Victoria",NA,Left-hand bat,Left-arm medium,NA
6477,Anthony Longford Mann,8-Nov-45,"Middle Swan, Western Australia",NA,Left-hand bat,Legbreak googly,NA
6996,Alan David Ogilvie,3-Jun-51,"Southport, Queensland",NA,Right-hand bat,DNB,NA
7360,Stephen John Rixon,25-Feb-54,"Albury, New South Wales",NA,Right-hand bat,DNB,Wicketkeeper
7959,Peter Michael Toohey,20-Apr-54,"Blayney, New South Wales",NA,Right-hand bat,DNB,NA
5001,John Dyson,11-Jun-54,"Kogarah, Sydney, New South Wales",Opening batsman,Right-hand bat,DNB,NA
5358,John Bryant Gannon,8-Feb-47,"Subiaco, Perth, Western Australia",NA,Right-hand bat,Left-arm fast-medium,NA
4517,Ian Wayne Callen,2-May-55,"Alexandra, Victoria",NA,Left-hand bat,Right-arm fast-medium,NA
4900,Warrick Maxwell Darling,1-May-57,"Waikerie, South Australia",NA,Right-hand bat,DNB,NA
8251,Graeme Malcolm Wood,6-Nov-56,"East Fremantle, Western Australia",NA,Left-hand bat,Right-arm medium,NA
8449,Bruce Yardley,5-Sep-47,"Midland, Western Australia",NA,Right-hand bat,Right-arm offbreak,NA
5652,James Donald Higgs,11-Jul-50,"Kyabram, Victoria",NA,Right-hand bat,Legbreak googly,NA
6261,Trevor John Laughlin,30-Jan-51,"Nyah West, Victoria",NA,Left-hand bat,Right-arm medium,NA
5685,Rodney Malcolm Hogg,5-Mar-51,"Richmond, Melbourne, Victoria",NA,Right-hand bat,Right-arm fast,NA
6452,John Alexander Maclean,27-Apr-46,"Herston, Brisbane, Queensland",NA,Right-hand bat,DNB,Wicketkeeper
4174,Allan Robert Border,27-Jul-55,"Cremorne, Sydney, New South Wales",Middle-order batsman,Left-hand bat,Slow left-arm orthodox,NA
4534,Phillip Henry Carlson,8-Aug-51,"Nundah, Brisbane, Queensland",NA,Right-hand bat,Right-arm medium,NA
8264,Kevin John Wright,27-Dec-53,"North Fremantle, Western Australia",NA,Right-hand bat,DNB,Wicketkeeper
5656,Andrew Mark Jefferson Hilditch,20-May-56,"North Adelaide, South Australia",Opening batsman,Right-hand bat,Right-arm medium,NA
7630,Peter Raymond Sleep,4-May-57,"Penola, South Australia",NA,Right-hand bat,Legbreak googly,NA
8210,Davenell Frederick Whatmore,16-Mar-54,"Colombo, Ceylon",NA,Right-hand bat,DNB,NA
6654,Jeffrey Kenneth Moss,29-Jun-47,"Melbourne, Victoria",NA,Left-hand bat,DNB,NA
6250,Bruce Malcolm Laird,21-Nov-50,"Mount Lawley, Perth, Western Australia",NA,Right-hand bat,DNB,NA
8224,Julien Mark Wiener,1-May-55,"Melbourne, Victoria",NA,Right-hand bat,Right-arm offbreak,NA
4112,Graeme Robert Beard,19-Aug-50,"Auburn, Sydney, New South Wales",NA,Right-hand bat,DNB,NA
6272,Geoffrey Francis Lawson,7-Dec-57,"Wagga Wagga, New South Wales",NA,Right-hand bat,Right-arm fast,NA
3943,Terence Michael Alderman,12-Jun-56,"Subiaco, Perth, Western Australia",NA,Right-hand bat,Right-arm fast-medium,NA
4561,Trevor Martin Chappell,12-Oct-52,"Glenelg, Adelaide, South Australia",Batsman,Right-hand bat,Right-arm medium,Cover
6143,Martin Francis Kent,23-Nov-53,"Mossman, Queensland",NA,Right-hand bat,DNB,NA
8220,Michael Roy Whitney,24-Feb-59,"Surry Hills, Sydney, New South Wales",NA,Right-hand bat,Left-arm fast-medium,NA
8198,Dirk MacDonald Wellham,13-Mar-59,"Summer Hill, Sydney, New South Wales",NA,Right-hand bat,DNB,NA
7358,Gregory Michael Ritchie,23-Jan-60,"Stanthorpe, Queensland",NA,Right-hand bat,Right-arm medium,NA
7302,Carl Gray Rackemann,3-Jun-60,"Wondai, Brisbane, Queensland",NA,Right-hand bat,Right-arm fast,NA
47884,Kepler Christoffel Wessels,14-Sep-57,"Bloemfontein, Orange Free State",NA,Left-hand bat,DNB,NA
5679,Tom George Hogan,23-Sep-56,"Merredin, Western Australia",Bowler,Right-hand bat,Slow left-arm orthodox,Gully
8256,Roger Douglas Woolley,16-Sep-54,"Hobart, Tasmania",NA,Right-hand bat,DNB,Wicketkeeper
7115,Wayne Bentley Phillips,1-Mar-58,"Adelaide, South Australia",NA,Left-hand bat,DNB,Wicketkeeper
6460,John Norman Maguire,15-Sep-56,"Murwillumbah, New South Wales",NA,Right-hand bat,Right-arm fast-medium,NA
6525,Gregory Richard John Matthews,15-Dec-59,"Newcastle, New South Wales",Allrounder,Left-hand bat,Right-arm offbreak,NA
7656,Steven Barry Smith,18-Oct-61,"Sydney, New South Wales",NA,Right-hand bat,DNB,NA
6044,Dean Mervyn Jones,24-Mar-61,"Coburg, Melbourne, Victoria",Top-order batsman,Right-hand bat,Right-arm offbreak,NA
4169,David Clarence Boon,29-Dec-60,"Launceston, Tasmania",Top-order batsman,Right-hand bat,Right-arm offbreak,NA
5692,Robert George Holland,19-Oct-46,"Camperdown, Sydney, New South Wales",NA,Right-hand bat,Legbreak googly,NA
4127,Murray John Bennett,6-Oct-56,"Brisbane, Queensland",NA,Right-hand bat,Slow left-arm orthodox,NA
6551,Craig John McDermott,14-Apr-65,"Raceview, Ipswich, Queensland",NA,Right-hand bat,Right-arm fast,NA
6995,NA,26-Jan-63,"Deniliquin, New South Wales",NA,Right-hand bat,Right-arm fast-medium,NA
5385,David Robert Gilbert,29-Dec-60,"Darlinghurst, Sydney, New South Wales",NA,Right-hand bat,Right-arm fast-medium,NA
6145,Robert Byers Kerr,16-Jun-61,"Herston, Brisbane, Queensland",NA,Right-hand bat,Legbreak googly,NA
5726,Mervyn Gregory Hughes,23-Nov-61,"Euroa, Victoria",Bowler,Right-hand bat,Right-arm fast,NA
6499,Geoffrey Robert Marsh,31-Dec-58,"Northam, Western Australia",NA,Right-hand bat,DNB,NA
7319,Bruce Anthony Reid,14-Mar-63,"Osborne Park, Perth, Western Australia",Bowler,Left-hand bat,Left-arm fast-medium,NA
8192,Stephen Rodger Waugh,2-Jun-65,"Canterbury, Sydney, New South Wales",Middle-order batsman,Right-hand bat,Right-arm medium,NA
4923,Simon Peter Davis,8-Nov-59,"Brighton, Victoria",NA,Right-hand bat,Right-arm fast-medium,NA
8468,Timothy Joseph Zoehrer,25-Sep-61,"Armadale, Perth, Western Australia",NA,Right-hand bat,Legbreak googly,Wicketkeeper
6523,Christopher Darrell Matthews,22-Sep-62,"Cunderdin, Perth, Western Australia",NA,Left-hand bat,Left-arm fast,NA
4996,Gregory Charles Dyer,16-Mar-59,"Parramatta, Sydney, New South Wales",NA,Right-hand bat,DNB,Wicketkeeper
7926,Peter Laurence Taylor,22-Aug-56,"North Sydney, New South Wales",NA,Left-hand bat,Right-arm offbreak,NA
8105,Michael Robert John Veletta,30-Oct-63,"Subiaco, Perth, Western Australia",NA,Right-hand bat,DNB,Wicketkeeper
6534,Timothy Brian Alexander May,26-Jan-62,"North Adelaide, South Australia",NA,Right-hand bat,Right-arm offbreak,NA
4964,Anthony Ian Christopher Dodemaide,5-Oct-63,"Williamstown, Melbourne, Victoria",NA,Right-hand bat,Right-arm fast-medium,NA
5628,Ian Andrew Healy,30-Apr-64,"Spring Hill, Brisbane, Queensland",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
5688,Trevor Victor Hohns,23-Jan-54,"Nundah, Brisbane, Queensland",Bowler,Left-hand bat,Legbreak googly,NA
7924,Mark Anthony Taylor,27-Oct-64,"Leeton, New South Wales",Opening batsman,Left-hand bat,Right-arm medium,NA
4523,Gregory Dale Campbell,10-Mar-64,"Launceston, Tasmania",NA,Right-hand bat,Right-arm fast-medium,NA
6628,Thomas Masson Moody,2-Oct-65,"Adelaide, South Australia",Top-order batsman,Right-hand bat,Right-arm medium,NA
8189,Mark Edward Waugh,2-Jun-65,"Canterbury, Sydney, New South Wales",Allrounder,Right-hand bat,DNB,NA
8166,Shane Keith Warne,13-Sep-69,"Ferntree Gully, Victoria",Bowler,Right-hand bat,Legbreak googly,NA
7116,Wayne Norman Phillips,7-Nov-62,"Geelong, Victoria",NA,Right-hand bat,Right-arm offbreak,NA
7326,Paul Ronald Reiffel,19-Apr-66,"Box Hill, Victoria",Bowler,Right-hand bat,Right-arm fast-medium,NA
6513,Damien Richard Martyn,21-Oct-71,"Darwin, Northern Territory",Top-order batsman,Right-hand bat,Right-arm medium,NA
6256,Justin Lee Langer,21-Nov-70,"Perth, Western Australia",Opening batsman,Left-hand bat,Right-arm medium,Third slip
3975,Jo Angel,22-Apr-68,"Mount Lawley, Perth, Western Australia",NA,Left-hand bat,Right-arm fast,NA
6056,Brendon Paul Julian,10-Aug-70,"Hamilton, Waikato, New Zealand",Allrounder,Right-hand bat,Left-arm fast-medium,NA
7629,Michael Jonathon Slater,21-Feb-70,"Wagga Wagga, New South Wales",Opening batsman,Right-hand bat,Right-arm medium,NA
6565,Glenn Donald McGrath,9-Feb-70,"Dubbo, New South Wales",Bowler,Right-hand bat,Right-arm fast-medium,NA
5616,Matthew Lawrence Hayden,29-Oct-71,"Kingaroy, Queensland",Opening batsman,Left-hand bat,Right-arm medium,NA
4144,Michael Gwyl Bevan,8-May-70,"Belconnen, Australian Capital Territory",Batsman,Left-hand bat,Slow left-arm chinaman,NA
5239,Damien William Fleming,24-Apr-70,"Bentley, Perth, Western Australia",Bowler,Right-hand bat,Right-arm fast-medium,NA
5139,Philip Allen Emery,25-Jun-64,"St Ives, New South Wales",NA,Left-hand bat,DNB,Wicketkeeper
4161,Gregory Scott Blewett,29-Oct-71,"Adelaide, South Australia",NA,Right-hand bat,Right-arm medium,NA
6573,Peter Edward McIntyre,27-Apr-66,"Gisborne, Victoria",NA,Right-hand bat,Legbreak googly,NA
6274,Stuart Grant Law,18-Oct-68,"Herston, Brisbane, Queensland",Top-order batsman,Right-hand bat,DNB,NA
7133,Ricky Thomas Ponting,19-Dec-74,"Launceston, Tasmania",Top-order batsman,Right-hand bat,Right-arm medium,NA
5681,George Bradley Hogg,6-Feb-71,"Narrogin, Western Australia",Allrounder,Left-hand bat,Slow left-arm chinaman,NA
5130,Matthew Thomas Gray Elliott,28-Sep-71,"Chelsea, Victoria",Opening batsman,Left-hand bat,Left-arm medium,NA
6126,Michael Scott Kasprowicz,10-Feb-72,"South Brisbane, Queensland",Bowler,Right-hand bat,Right-arm fast-medium,NA
5392,Jason Neil Gillespie,19-Apr-75,"Darlinghurst, Sydney, New South Wales",Bowler,Right-hand bat,Right-arm fast,NA
4146,Andrew John Bichel,27-Aug-70,"Laidley, Queensland",Bowler,Right-hand bat,Right-arm fast-medium,NA
8457,Shaun Young,13-Jun-70,"Burnie, Tasmania",NA,Left-hand bat,Right-arm fast-medium,NA
4619,Simon Hewitt Cook,29-Jan-72,"Hastings, Victoria",NA,Left-hand bat,Right-arm fast-medium,NA
6441,Stuart Charles Glyndwr MacGill,25-Feb-71,"Mount Lawley, Perth, Western Australia",Bowler,Right-hand bat,Legbreak googly,NA
7366,Gavin Ron Robertson,28-May-66,"Sydney, New South Wales",NA,Right-hand bat,Right-arm offbreak,NA
8241,Paul Wilson,12-Jan-72,"Newcastle, New South Wales",NA,Right-hand bat,Right-arm fast-medium,NA
4890,Adam Craig Dale,30-Dec-68,"Ivanhoe, Victoria",NA,Left-hand bat,Right-arm fast-medium,NA
6285,Darren Scott Lehmann,5-Feb-70,"Gawler, South Australia",Top-order batsman,Left-hand bat,Slow left-arm orthodox,NA
6607,Colin Reid Miller,6-Feb-64,"Footscray, Melbourne, Victoria",NA,Right-hand bat,DNB,NA
6925,Matthew James Nicholson,2-Oct-74,"St Leonards, Sydney, New South Wales",NA,Right-hand bat,Right-arm fast-medium,NA
5390,Adam Craig Gilchrist,14-Nov-71,"Bellingen, New South Wales",Wicketkeeper batsman,Left-hand bat,Right-arm offbreak,Wicketkeeper
6665,Scott Andrew Muller,11-Jul-71,"Herston, Brisbane, Queensland",NA,Right-hand bat,Right-arm fast-medium,NA
6278,Brett Lee,8-Nov-76,"Wollongong, New South Wales",Bowler,Right-hand bat,Right-arm fast,NA
6128,Simon Mathew Katich,21-Aug-75,"Middle Swan, Western Australia",Batsman,Left-hand bat,Slow left-arm chinaman,NA
6321,Martin Lloyd Love,30-Mar-74,"Mundubbera, Queensland",Top-order batsman,Right-hand bat,Right-arm offbreak,NA
8231,Brad Andrew Williams,20-Nov-74,"Frankston, Victoria",Bowler,Right-hand bat,Right-arm fast,NA
4185,Nathan Wade Bracken,12-Sep-77,"Penrith, New South Wales",Bowler,Right-hand bat,Left-arm fast-medium,NA
7702,Andrew Symonds,9-Jun-75,"Birmingham, Warwickshire, England",Allrounder,Right-hand bat,DNB,NA
4578,Michael John Clarke,2-Apr-81,"Liverpool, New South Wales",Middle-order batsman,Right-hand bat,Slow left-arm orthodox,NA
5593,Nathan Michael Hauritz,18-Oct-81,"Wondai, Queensland",Bowler,Right-hand bat,Right-arm offbreak,NA
8180,Shane Robert Watson,17-Jun-81,"Ipswich, Queensland",Allrounder,Right-hand bat,Right-arm fast-medium,NA
8076,Shaun William Tait,22-Feb-83,"Bedford Park, Adelaide, South Australia",Bowler,Right-hand bat,Right-arm fast,NA
5939,Michael Edward Killeen Hussey,27-May-75,"Mt Lawley, Perth, Western Australia",Middle-order batsman,Left-hand bat,Right-arm medium,NA
5674,Bradley John Hodge,29-Dec-74,"Sandringham, Victoria",Top-order batsman,Right-hand bat,Right-arm offbreak,NA
6060,Philip Anthony Jaques,3-May-79,"Wollongong, New South Wales",Opening batsman,Left-hand bat,Left-arm medium,NA
4582,Stuart Rupert Clark,28-Sep-75,"Sutherland, Sydney, New South Wales",Bowler,Right-hand bat,Right-arm fast-medium,NA
4882,Daniel James Cullen,10-Apr-84,"Woodville, Adelaide, South Australia",Bowler,Right-hand bat,Right-arm offbreak,NA
6033,Mitchell Guy Johnson,2-Nov-81,"Townsville, Queensland",Bowler,Left-hand bat,Left-arm fast,NA
7388,Christopher John Llewellyn Rogers,31-Aug-77,"St George, Sydney, New South Wales",Opening batsman,Left-hand bat,Legbreak googly,NA
5560,Bradley James Haddin,23-Oct-77,"Cowra, New South Wales",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
4825,Beau Casson,7-Dec-82,"Subiaco, Perth, Western Australia",Bowler,Right-hand bat,Slow left-arm chinaman,NA
8291,Cameron Leon White,18-Aug-83,"Bairnsdale, Victoria",Middle-order batsman,Right-hand bat,Legbreak googly,NA
7898,Peter Matthew Siddle,25-Nov-84,"Traralgon, Victoria",Bowler,Right-hand bat,Right-arm fast-medium,NA
6235,Jason John Krejza,14-Jan-83,"Newtown, Sydney, New South Wales",Bowler,Right-hand bat,Right-arm offbreak,NA
4508,Douglas Erwin Bollinger,24-Jul-81,"Baulkham Hills, Sydney, New South Wales",Bowler,Left-hand bat,Left-arm fast-medium,NA
6553,Andrew Barry McDonald,5-Jun-81,"Wodonga, Victoria",Allrounder,Right-hand bat,Right-arm fast-medium,NA
5941,Benjamin William Hilfenhaus,15-Mar-83,"Ulverstone, Tasmania",Bowler,Right-hand bat,Right-arm fast-medium,NA
272364,Phillip Joel Hughes,30-Nov-88,"Macksville, New South Wales",Opening batsman,Left-hand bat,DNB,Occasional wicketkeeper
6943,Marcus James North,28-Jul-79,"Pakenham, Melbourne, Victoria",Middle-order batsman,Left-hand bat,Right-arm offbreak,NA
6844,Bryce Edward McGain,25-Mar-72,"Mornington, Victoria",Bowler,Right-hand bat,Legbreak googly,NA
6480,Graham Allan Manou,23-Apr-79,"Modbury, South Australia",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
6903,Clinton James McKay,20-Feb-83,"Melbourne, Victoria",Bowler,Right-hand bat,Right-arm fast-medium,NA
5779,Ryan James Harris,11-Oct-79,"Sydney, New South Wales",Bowler,Right-hand bat,Right-arm fast,NA
7252,Timothy David Paine,8-Dec-84,"Hobart, Tasmania",Wicketkeeper batsman,Right-hand bat,Right-arm medium,Wicketkeeper
267192,Steven Peter Devereux Smith,2-Jun-89,"Sydney, New South Wales",Middle-order batsman,Right-hand bat,Legbreak googly,NA
232287,Peter Robert George,16-Oct-86,"Woodville, Adelaide, South Australia",Bowler,Right-hand bat,Right-arm fast-medium,NA
